filename	class	# predicted reads	predicted reads (%)	# predicted reads above 0.95	predicted reads above 0.95 (%)
SRR4427284.fasta.gz	rc_discarded	80	0.0118862	35	0.00520022
SRR4427285.fasta.gz	SARS-CoV-2	0	0	0	0
SRR4427285.fasta.gz	Coronaviridae	5	0.000689901	5	0.000689901
SRR4427285.fasta.gz	Influenza	0	0	0	0
SRR4427285.fasta.gz	Metapneumovirus	0	0	0	0
SRR4427285.fasta.gz	Rhinovirus	16	0.00220768	8	0.00110384
SRR4427285.fasta.gz	Human	519894	71.735	519771	71.7181
SRR4427285.fasta.gz	Discarded	204691	28.2433	204691	28.2433
SRR4427285.fasta.gz	rc_discarded	136	0.0187653	62	0.00855477
SRR4427286.fasta.gz	SARS-CoV-2	0	0	0	0
SRR4427286.fasta.gz	Coronaviridae	4	0.000461508	2	0.000230754
SRR4427286.fasta.gz	Influenza	0	0	0	0
SRR4427286.fasta.gz	Metapneumovirus	0	0	0	0
SRR4427286.fasta.gz	Rhinovirus	14	0.00161528	11	0.00126915
SRR4427286.fasta.gz	Human	653501	75.399	653329	75.3791
SRR4427286.fasta.gz	Discarded	213032	24.579	213032	24.579
SRR4427286.fasta.gz	rc_discarded	173	0.0199602	84	0.00969167
SRR4427287.fasta.gz	SARS-CoV-2	0	0	0	0
SRR4427287.fasta.gz	Coronaviridae	5	0.000813412	3	0.000488047
SRR4427287.fasta.gz	Influenza	0	0	0	0
SRR4427287.fasta.gz	Metapneumovirus	0	0	0	0
SRR4427287.fasta.gz	Rhinovirus	3	0.000488047	1	0.000162682
SRR4427287.fasta.gz	Human	236987	38.5536	236939	38.5458
SRR4427287.fasta.gz	Discarded	377629	61.4336	377629	61.4336
SRR4427287.fasta.gz	rc_discarded	71	0.0115504	31	0.00504315
SRR4427288.fasta.gz	SARS-CoV-2	0	0	0	0
SRR4427288.fasta.gz	Coronaviridae	1	0.000313539	1	0.000313539
SRR4427288.fasta.gz	Influenza	0	0	0	0
SRR4427288.fasta.gz	Metapneumovirus	0	0	0	0
SRR4427288.fasta.gz	Rhinovirus	4	0.00125415	1	0.000313539
SRR4427288.fasta.gz	Human	151294	47.4365	151268	47.4284
SRR4427288.fasta.gz	Discarded	167617	52.5544	167617	52.5544
SRR4427288.fasta.gz	rc_discarded	24	0.00752493	17	0.00533016
SRR4427289.fasta.gz	SARS-CoV-2	0	0	0	0
SRR4427289.fasta.gz	Coronaviridae	6	0.000993006	3	0.000496503
SRR4427289.fasta.gz	Influenza	0	0	0	0
SRR4427289.fasta.gz	Metapneumovirus	0	0	0	0
SRR4427289.fasta.gz	Rhinovirus	6	0.000993006	4	0.000662004
SRR4427289.fasta.gz	Human	337018	55.7768	336926	55.7616
SRR4427289.fasta.gz	Discarded	267106	44.2063	267106	44.2063
SRR4427289.fasta.gz	rc_discarded	90	0.0148951	40	0.00662004
SRR4427290.fasta.gz	SARS-CoV-2	0	0	0	0
SRR4427290.fasta.gz	Coronaviridae	4	0.000647248	1	0.000161812
SRR4427290.fasta.gz	Influenza	0	0	0	0
SRR4427290.fasta.gz	Metapneumovirus	0	0	0	0
SRR4427290.fasta.gz	Rhinovirus	9	0.00145631	7	0.00113268
SRR4427290.fasta.gz	Human	354773	57.4065	354709	57.3962
SRR4427290.fasta.gz	Discarded	263132	42.5779	263132	42.5779
SRR4427290.fasta.gz	rc_discarded	83	0.0134304	48	0.00776698
SRR4427291.fasta.gz	SARS-CoV-2	0	0	0	0
SRR4427291.fasta.gz	Coronaviridae	3	0.000517183	3	0.000517183
SRR4427291.fasta.gz	Influenza	0	0	0	0
SRR4427291.fasta.gz	Metapneumovirus	0	0	0	0
SRR4427291.fasta.gz	Rhinovirus	4	0.000689577	2	0.000344788
SRR4427291.fasta.gz	Human	309744	53.3981	309678	53.3867
SRR4427291.fasta.gz	Discarded	270231	46.5863	270231	46.5863
SRR4427291.fasta.gz	rc_discarded	84	0.0144811	47	0.00810253
SRR4427292.fasta.gz	SARS-CoV-2	0	0	0	0
SRR4427292.fasta.gz	Coronaviridae	5	0.000807666	3	0.000484599
SRR4427292.fasta.gz	Influenza	0	0	0	0
SRR4427292.fasta.gz	Metapneumovirus	0	0	0	0
SRR4427292.fasta.gz	Rhinovirus	6	0.000969199	3	0.000484599
SRR4427292.fasta.gz	Human	303714	49.0599	303633	49.0468
SRR4427292.fasta.gz	Discarded	315257	50.9245	315257	50.9245
SRR4427292.fasta.gz	rc_discarded	86	0.0138919	54	0.00872279
SRR4427293.fasta.gz	SARS-CoV-2	0	0	0	0
SRR4427293.fasta.gz	Coronaviridae	3	0.000361898	2	0.000241265
SRR4427293.fasta.gz	Influenza	0	0	0	0
SRR4427293.fasta.gz	Metapneumovirus	0	0	0	0
SRR4427293.fasta.gz	Rhinovirus	8	0.00096506	6	0.000723795
SRR4427293.fasta.gz	Human	471640	56.8951	471523	56.881
SRR4427293.fasta.gz	Discarded	357206	43.0907	357206	43.0907
SRR4427293.fasta.gz	rc_discarded	107	0.0129077	49	0.00591099
SRR4427294.fasta.gz	SARS-CoV-2	0	0	0	0
SRR4427294.fasta.gz	Coronaviridae	3	0.000806703	2	0.000537802
SRR4427294.fasta.gz	Influenza	0	0	0	0
SRR4427294.fasta.gz	Metapneumovirus	0	0	0	0
SRR4427294.fasta.gz	Rhinovirus	54	0.0145207	51	0.013714
SRR4427294.fasta.gz	Human	204193	54.9077	204151	54.8964
SRR4427294.fasta.gz	Discarded	167589	45.0649	167589	45.0649
SRR4427294.fasta.gz	rc_discarded	45	0.0121005	23	0.00618472
SRR4427295.fasta.gz	SARS-CoV-2	0	0	0	0
SRR4427295.fasta.gz	Coronaviridae	1	0.00026086	0	0
SRR4427295.fasta.gz	Influenza	0	0	0	0
SRR4427295.fasta.gz	Metapneumovirus	0	0	0	0
SRR4427295.fasta.gz	Rhinovirus	71	0.018521	70	0.0182602
SRR4427295.fasta.gz	Human	147668	38.5206	147620	38.5081
SRR4427295.fasta.gz	Discarded	235570	61.4507	235570	61.4507
SRR4427295.fasta.gz	rc_discarded	38	0.00991266	15	0.00391289
SRR4427296.fasta.gz	SARS-CoV-2	0	0	0	0
SRR4427296.fasta.gz	Coronaviridae	0	0	0	0
SRR4427296.fasta.gz	Influenza	0	0	0	0
SRR4427296.fasta.gz	Metapneumovirus	0	0	0	0
SRR4427296.fasta.gz	Rhinovirus	46	0.00770546	39	0.00653289
SRR4427296.fasta.gz	Human	290406	48.6459	290275	48.624
SRR4427296.fasta.gz	Discarded	306367	51.3196	306367	51.3196
SRR4427296.fasta.gz	rc_discarded	160	0.0268016	99	0.0165835
